source_file,region,number,source_row,article,cadastral_number,area_ha,price_per_sotka_rub,price_per_plot_rub,sale_price_rub,discount_limit_percent,wholesale_only,service_notes,recommended_usage,land_use,owner,partner,right_date,balance_value,valuation_per_sotka,valuation_per_plot,context,recommendations,location_description,best_use
chemalsk.csv,7 Чемаль. рн,152.0,192,23-Ч26,04:05:090101:986,0.2539,50000.0,1269500.0,,,,срочная продажа,"2, 4, 5, 7, 9",КФХ,Семь Звёзд-Тур,,2025-01-23,736296.0,,,"№4 р.ЧЕБА (по дороге вдоль реки) | Узкий и длинный участок к юго-западу от устья прозрачной горной реки Ложа, протекающей среди тайги и скал. Частично покрыты лесом, местами захватывают реку. В верхней части кедровая тайга, где местные жители промышляют кедровый орех.",РЕКА,"Лес, рядом река Чеба. Дорога рядом.",
chemalsk.csv,7 Чемаль. рн,153.0,193,23-Ч27,04:05:090101:987,0.3703,50000.0,1851500.0,,,,срочная продажа,"2, 4, 5, 7, 9",КФХ,Семь Звёзд-Тур,,2025-01-23,1073849.0,,,"№4 р.ЧЕБА (по дороге вдоль реки) | Узкий и длинный участок к юго-западу от устья прозрачной горной реки Ложа, протекающей среди тайги и скал. Частично покрыты лесом, местами захватывают реку. В верхней части кедровая тайга, где местные жители промышляют кедровый орех.",РЕКА,"Лес, рядом река Чеба. Дорога рядом.",
chemalsk.csv,7 Чемаль. рн,154.0,194,23-Ч28,04:05:090101:988,0.1103,50000.0,551500.0,,,,срочная продажа,"2, 4, 5, 7, 9",КФХ,Семь Звёзд-Тур,,2025-01-23,319864.0,,,"№4 р.ЧЕБА (по дороге вдоль реки) | Узкий и длинный участок к юго-западу от устья прозрачной горной реки Ложа, протекающей среди тайги и скал. Частично покрыты лесом, местами захватывают реку. В верхней части кедровая тайга, где местные жители промышляют кедровый орех.","ДОРОГА, РЕКА","Лес, рядом река Чеба",
chemalsk.csv,7 Чемаль. рн,155.0,195,23-Ч29,04:05:090101:989,0.1046,50000.0,523000.0,,,,срочная продажа,"2, 4, 5, 7, 9",КФХ,Семь Звёзд-Тур,,2025-01-23,303334.0,,,"№4 р.ЧЕБА (по дороге вдоль реки) | Узкий и длинный участок к юго-западу от устья прозрачной горной реки Ложа, протекающей среди тайги и скал. Частично покрыты лесом, местами захватывают реку. В верхней части кедровая тайга, где местные жители промышляют кедровый орех.","ДОРОГА, РЕКА","Лес, рядом река Чеба",
chemalsk.csv,7 Чемаль. рн,156.0,196,23-Ч30,04:05:090101:990,0.1382,50000.0,691000.0,,,,срочная продажа,"2, 4, 5, 7, 9",КФХ,Семь Звёзд-Тур,,2025-01-23,400772.0,,,"№4 р.ЧЕБА (по дороге вдоль реки) | Узкий и длинный участок к юго-западу от устья прозрачной горной реки Ложа, протекающей среди тайги и скал. Частично покрыты лесом, местами захватывают реку. В верхней части кедровая тайга, где местные жители промышляют кедровый орех.","ДОРОГА (ПРЕМЫКАЕТ, НАЛОЖЕНИЕ ЕСТЬ, НО МИНИМУМ) РЕКА (УГОЛОК)","Лес, рядом река Чеба",
chemalsk.csv,7 Чемаль. рн,157.0,197,23-Ч31,04:05:090101:991,0.1421,50000.0,710500.0,,,,срочная продажа,"2, 4, 5, 7, 9",КФХ,Семь Звёзд-Тур,,2025-01-23,412082.0,,,"№4 р.ЧЕБА (по дороге вдоль реки) | Узкий и длинный участок к юго-западу от устья прозрачной горной реки Ложа, протекающей среди тайги и скал. Частично покрыты лесом, местами захватывают реку. В верхней части кедровая тайга, где местные жители промышляют кедровый орех.",,"Лес, рядом река Чеба",
chemalsk.csv,7 Чемаль. рн,158.0,198,23-Ч32,04:05:090101:992,0.1223,50000.0,611500.0,,,,срочная продажа,"2, 4, 5, 7, 9",КФХ,Семь Звёзд-Тур,,2025-01-23,354663.0,,,"№4 р.ЧЕБА (по дороге вдоль реки) | Узкий и длинный участок к юго-западу от устья прозрачной горной реки Ложа, протекающей среди тайги и скал. Частично покрыты лесом, местами захватывают реку. В верхней части кедровая тайга, где местные жители промышляют кедровый орех.",РЕКА,"Лес, рядом река Чеба. Дорога рядом.",
chemalsk.csv,7 Чемаль. рн,159.0,199,23-Ч33,04:05:090101:993,0.1953,50000.0,976500.0,,,,срочная продажа,"2, 4, 5, 7, 9",КФХ,Семь Звёзд-Тур,,2025-01-23,566359.0,,,"№4 р.ЧЕБА (по дороге вдоль реки) | Узкий и длинный участок к юго-западу от устья прозрачной горной реки Ложа, протекающей среди тайги и скал. Частично покрыты лесом, местами захватывают реку. В верхней части кедровая тайга, где местные жители промышляют кедровый орех.",РЕКА,"Лес, рядом река Чеба. Дорога рядом.",
chemalsk.csv,7 Чемаль. рн,160.0,202,24-Ч1,04:05:090101:676,0.1034,50000.0,517000.0,,,,срочная продажа,"2, 4, 5, 7, 9",Сельхоз производ,Семь Звёзд-Тур,,2025-01-17,314887.0,,,"№5 р.ЧЕБА (по дороге вдоль реки) | Участки с красивым утёсом, к востоку от устья р. Чеба. Часто захватывают реку, и заходят на южный склон. Глухая тайга, хорошее место для любителей охоты - здесь много рябчиков, косуль, встречается марал.",РЕКА,"Лес, рядом река Чеба. Дорога рядом.",
chemalsk.csv,7 Чемаль. рн,168.0,210,24-Ч9,04:05:090101:684,0.1794,70000.0,1255800.0,,,,срочная продажа,"2, 4, 5, 7, 9",Сельхоз производ,Семь Звёзд-Тур,,2025-01-17,546332.0,,,"№5 р.ЧЕБА (по дороге вдоль реки) | Участки с красивым утёсом, к востоку от устья р. Чеба. Часто захватывают реку, и заходят на южный склон. Глухая тайга, хорошее место для любителей охоты - здесь много рябчиков, косуль, встречается марал.","ДОРОГА, РЕКА",,
chemalsk.csv,7 Чемаль. рн,169.0,211,24-Ч10,04:05:090101:685,0.1789,70000.0,1252300.0,,,,срочная продажа,"2, 4, 5, 7, 9",Сельхоз производ,Семь Звёзд-Тур,,2025-01-17,544809.0,,,"№5 р.ЧЕБА (по дороге вдоль реки) | Участки с красивым утёсом, к востоку от устья р. Чеба. Часто захватывают реку, и заходят на южный склон. Глухая тайга, хорошее место для любителей охоты - здесь много рябчиков, косуль, встречается марал.","ДОРОГА, РЕКА",,
chemalsk.csv,7 Чемаль. рн,171.0,213,24-Ч12,04:05:090101:687,0.1071,50000.0,535500.0,,,,срочная продажа,"2, 4, 5, 7, 9",Сельхоз производ,Семь Звёзд-Тур,,2025-01-17,326154.0,,,"№5 р.ЧЕБА (по дороге вдоль реки) | Участки с красивым утёсом, к востоку от устья р. Чеба. Часто захватывают реку, и заходят на южный склон. Глухая тайга, хорошее место для любителей охоты - здесь много рябчиков, косуль, встречается марал.",РЕКА (УГОЛОК И ВДОЛЬ РЕКИ),"Лес, рядом река Чеба. Дорога рядом.",
chemalsk.csv,7 Чемаль. рн,174.0,216,24-Ч15,04:05:090101:690,0.2044,50000.0,1022000.0,,,,срочная продажа,"2, 4, 5, 7, 9",Сельхоз производ,Семь Звёзд-Тур,,2025-01-17,622465.0,,,"№5 р.ЧЕБА (по дороге вдоль реки) | Участки с красивым утёсом, к востоку от устья р. Чеба. Часто захватывают реку, и заходят на южный склон. Глухая тайга, хорошее место для любителей охоты - здесь много рябчиков, косуль, встречается марал.",РЕКА,"Лес, рядом река Чеба. Дорога рядом.",
chemalsk.csv,7 Чемаль. рн,175.0,217,24-Ч16,04:05:090101:691,0.1402,50000.0,701000.0,,,,срочная продажа,"2, 4, 5, 7, 9",Сельхоз производ,Семь Звёзд-Тур,,2025-01-17,426955.0,,,"№5 р.ЧЕБА (по дороге вдоль реки) | Участки с красивым утёсом, к востоку от устья р. Чеба. Часто захватывают реку, и заходят на южный склон. Глухая тайга, хорошее место для любителей охоты - здесь много рябчиков, косуль, встречается марал.",РЕКА,"Лес, рядом река Чеба. Дорога рядом.",
chemalsk.csv,7 Чемаль. рн,176.0,218,24-Ч17,04:05:090101:692,0.1639,50000.0,819500.0,,,,срочная продажа,"2, 4, 5, 7, 9",Сельхоз производ,Семь Звёзд-Тур,,2025-01-17,499129.0,,,"№5 р.ЧЕБА (по дороге вдоль реки) | Участки с красивым утёсом, к востоку от устья р. Чеба. Часто захватывают реку, и заходят на южный склон. Глухая тайга, хорошее место для любителей охоты - здесь много рябчиков, косуль, встречается марал.",РЕКА,"Лес, рядом река Чеба. Дорога рядом.",
chemalsk.csv,7 Чемаль. рн,177.0,219,24-Ч18,04:05:090101:693,0.1903,50000.0,951500.0,,,,срочная продажа,"2, 4, 5, 7, 9",Сельхоз производ,Семь Звёзд-Тур,,2025-01-17,579526.0,,,"№5 р.ЧЕБА (по дороге вдоль реки) | Участки с красивым утёсом, к востоку от устья р. Чеба. Часто захватывают реку, и заходят на южный склон. Глухая тайга, хорошее место для любителей охоты - здесь много рябчиков, косуль, встречается марал.",РЕКА,"Лес, рядом река Чеба. Дорога рядом.",
chemalsk.csv,7 Чемаль. рн,207.0,251,28-Ч27,04:05:090101:725,0.9099,8000.0,727920.0,,,,срочная продажа,"2, 4, 5",КФХ,ИМПЛЕМЕНТ-ИНВЕСТ,,2025-01-17,5770214.0,,,№1 КП Горный ЧЕБА (р.ЧЕБА),,"Доступ на вертолетах, выше р. Чеба. Частично лес.",
ozero_kureyevo.csv,5 Турочакский Озеро-Куреево,63.0,87,,04:03:010205:481,11.205,60000.0,67230000.0,,,,,"1, 3, 8",Сельхоз хозяйства,СТРОЙ-ТУР,,2024-12-18,100847000.0,,,"Курортный город ""Озеро Куреево"" | ПРИ ЗАСТРОЙКЕ СКИДКА 50% | объединение с 04:03:010205:776 по  04:03:010205:927 | Существует острая потребность в детских, молодежных, спортивных лагерях, в лагерях с выездными языковыми школами и различными тренингами. Предоставляемые площадки около красивого прозрачного озера Куреево  идеально подходят для этих целей. Приглашаем партнеров. Предоставим  дешевую аренду с правом выкупа. Поможем приобрести нужные глэмпинги.  Делаем «Алтайский Артек» совместными усилиями.",,"Ровный участок, частично покрыт лесом. Через участок протекает родник, который впитывается во второй половине участка. Предлагается покупателю сделать форелевое озеро - как бизнес по привлечению туристов (пример работающий успешный бизнес в Чемальском районе. Ссылку сделать). Продается на льготных условиях или сдается в долгосрочную аренду предпринимателю, который вкладывает средства в организацию форелевого озера с рыбалкой, ресторанами и прочей инфраструктурой, которая будет развиваться около места притяжения туристов. По участку проходит грунтовая дорога. Здесь планируется родниковое озеро для купания и развлекательных игр на воде, а также кафе, гостиница для родителей и пр. ",Продажа с подрядом
tuloy_biika.csv,2 Турочакский Тулой Бийка,18.0,36,3/16 - Т,04:03:070301:938,0.0639,150000.0,958500.0,,,,"ИЖС СРОЧНАЯ ПРОДАЖА, АВИТО - ЛЯДЫ!","1, 4, 5, 8",ИЖС,ЩЕКИН В.М.,,2023-08-15,542570.0,,,ЗЕМЛИ ПОСЕЛЕНИЙ ИЖС (берег Бии около с.Тулой) | Земли поселений | Коттеджный поселок.  Берег реки Бии. Хвойный лес. Много кедра.,,,Продажа с подрядом
tuloy_biika.csv,2 Турочакский Тулой Бийка,19.0,37,3/17 - Т,04:03:070301:939,0.0634,150000.0,951000.0,,,,"ИЖС СРОЧНАЯ ПРОДАЖА, АВИТО - ЛЯДЫ!","1, 4, 5, 8",ИЖС,ЩЕКИН В.М.,,2023-08-15,538324.0,,,ЗЕМЛИ ПОСЕЛЕНИЙ ИЖС (берег Бии около с.Тулой) | Земли поселений | Коттеджный поселок.  Берег реки Бии. Хвойный лес. Много кедра.,,,Продажа с подрядом
tuloy_biika.csv,2 Турочакский Тулой Бийка,20.0,38,3/18 - Т,04:03:070301:940,0.0639,150000.0,958500.0,,,,"ИЖС СРОЧНАЯ ПРОДАЖА, АВИТО - ЛЯДЫ!","1, 4, 5, 8",ИЖС,ЩЕКИН В.М.,,2023-08-15,542570.0,,,ЗЕМЛИ ПОСЕЛЕНИЙ ИЖС (берег Бии около с.Тулой) | Земли поселений | Коттеджный поселок.  Берег реки Бии. Хвойный лес. Много кедра.,,,Продажа с подрядом
tuloy_biika.csv,2 Турочакский Тулой Бийка,21.0,39,3/19 - Т,04:03:070301:941,0.0626,150000.0,939000.0,,,,"ИЖС СРОЧНАЯ ПРОДАЖА, АВИТО - ЛЯДЫ!","1, 4, 5, 8",ИЖС,ЩЕКИН В.М.,,2023-08-15,531532.0,,,ЗЕМЛИ ПОСЕЛЕНИЙ ИЖС (берег Бии около с.Тулой) | Земли поселений | Коттеджный поселок.  Берег реки Бии. Хвойный лес. Много кедра.,,,Продажа с подрядом
tuloy_biika.csv,2 Турочакский Тулой Бийка,22.0,40,3/20 - Т,04:03:070301:942,0.0639,150000.0,958500.0,,,,"ИЖС СРОЧНАЯ ПРОДАЖА, АВИТО - ЛЯДЫ!","1, 4, 5, 8",ИЖС,ЩЕКИН В.М.,,2023-08-15,542570.0,,,ЗЕМЛИ ПОСЕЛЕНИЙ ИЖС (берег Бии около с.Тулой) | Земли поселений | Коттеджный поселок.  Берег реки Бии. Хвойный лес. Много кедра.,,,Продажа с подрядом
tuloy_biika.csv,2 Турочакский Тулой Бийка,23.0,41,3/21 - Т,04:03:070301:943,0.0638,150000.0,957000.0,,,,"ИЖС СРОЧНАЯ ПРОДАЖА, АВИТО - ЛЯДЫ!","1, 4, 5, 8",ИЖС,ЩЕКИН В.М.,,2023-08-15,541721.0,,,ЗЕМЛИ ПОСЕЛЕНИЙ ИЖС (берег Бии около с.Тулой) | Земли поселений | Коттеджный поселок.  Берег реки Бии. Хвойный лес. Много кедра.,,,Продажа с подрядом
tuloy_biika.csv,2 Турочакский Тулой Бийка,24.0,42,3/22 - Т,04:03:070301:944,0.0634,150000.0,951000.0,,,,"ИЖС СРОЧНАЯ ПРОДАЖА, АВИТО - ЛЯДЫ!","1, 4, 5, 8",ИЖС,ЩЕКИН В.М.,,2023-08-15,538324.0,,,ЗЕМЛИ ПОСЕЛЕНИЙ ИЖС (берег Бии около с.Тулой) | Земли поселений | Коттеджный поселок.  Берег реки Бии. Хвойный лес. Много кедра.,,,Продажа с подрядом
tuloy_biika.csv,2 Турочакский Тулой Бийка,26.0,44,3/24 - Т,04:03:070301:946,0.0636,150000.0,954000.0,,,,"ИЖС СРОЧНАЯ ПРОДАЖА, АВИТО - ЛЯДЫ!","1, 4, 5, 8",ИЖС,ЩЕКИН В.М.,,2023-08-15,540023.0,,,ЗЕМЛИ ПОСЕЛЕНИЙ ИЖС (берег Бии около с.Тулой) | Земли поселений | Коттеджный поселок.  Берег реки Бии. Хвойный лес. Много кедра.,,,Продажа с подрядом
tuloy_biika.csv,2 Турочакский Тулой Бийка,27.0,45,3/25 - Т,04:03:070301:947,0.064,150000.0,960000.0,,,,"ИЖС СРОЧНАЯ ПРОДАЖА, АВИТО - ЛЯДЫ!","1, 4, 5, 8",ИЖС,ЩЕКИН В.М.,,2023-08-15,543419.0,,,ЗЕМЛИ ПОСЕЛЕНИЙ ИЖС (берег Бии около с.Тулой) | Земли поселений | Коттеджный поселок.  Берег реки Бии. Хвойный лес. Много кедра.,,,Продажа с подрядом
tuloy_biika.csv,2 Турочакский Тулой Бийка,28.0,46,3/26 - Т,04:03:070301:948,0.0631,150000.0,946500.0,,,,"ИЖС СРОЧНАЯ ПРОДАЖА, АВИТО - ЛЯДЫ!","1, 4, 5, 8",ИЖС,ЩЕКИН В.М.,,2023-08-15,535777.0,,,ЗЕМЛИ ПОСЕЛЕНИЙ ИЖС (берег Бии около с.Тулой) | Земли поселений | Коттеджный поселок.  Берег реки Бии. Хвойный лес. Много кедра.,,,Продажа с подрядом
tuloy_biika.csv,2 Турочакский Тулой Бийка,29.0,47,3/27 - Т,04:03:070301:949,0.0634,150000.0,951000.0,,,,"ИЖС СРОЧНАЯ ПРОДАЖА, АВИТО - ЛЯДЫ!","1, 4, 5, 8",ИЖС,ЩЕКИН В.М.,,2023-08-15,538324.0,,,ЗЕМЛИ ПОСЕЛЕНИЙ ИЖС (берег Бии около с.Тулой) | Земли поселений | Коттеджный поселок.  Берег реки Бии. Хвойный лес. Много кедра.,,,Продажа с подрядом
tuloy_biika.csv,2 Турочакский Тулой Бийка,30.0,48,3/28 - Т,04:03:070301:950,0.0634,150000.0,951000.0,,,,"ИЖС СРОЧНАЯ ПРОДАЖА, АВИТО - ЛЯДЫ!","1, 4, 5, 8",ИЖС,ЩЕКИН В.М.,,2023-08-15,538324.0,,,ЗЕМЛИ ПОСЕЛЕНИЙ ИЖС (берег Бии около с.Тулой) | Земли поселений | Коттеджный поселок.  Берег реки Бии. Хвойный лес. Много кедра.,,,Продажа с подрядом
tuloy_biika.csv,2 Турочакский Тулой Бийка,31.0,49,3/29 - Т,04:03:070301:951,0.0656,150000.0,984000.0,,,,"ИЖС СРОЧНАЯ ПРОДАЖА, АВИТО - ЛЯДЫ!","1, 4, 5, 8",ИЖС,ЩЕКИН В.М.,,2023-08-15,557004.0,,,ЗЕМЛИ ПОСЕЛЕНИЙ ИЖС (берег Бии около с.Тулой) | Земли поселений | Коттеджный поселок.  Берег реки Бии. Хвойный лес. Много кедра.,,,Продажа с подрядом
tuloy_biika.csv,2 Турочакский Тулой Бийка,32.0,50,3/30 - Т,04:03:070301:952,0.0633,150000.0,949500.0,,,,"ИЖС СРОЧНАЯ ПРОДАЖА, АВИТО - ЛЯДЫ!","1, 4, 5, 8",ИЖС,ЩЕКИН В.М.,,2023-08-15,537475.0,,,ЗЕМЛИ ПОСЕЛЕНИЙ ИЖС (берег Бии около с.Тулой) | Земли поселений | Коттеджный поселок.  Берег реки Бии. Хвойный лес. Много кедра.,,,Продажа с подрядом
tuloy_biika.csv,2 Турочакский Тулой Бийка,33.0,51,3/31 - Т,04:03:070301:953,0.0639,150000.0,958500.0,,,,"ИЖС СРОЧНАЯ ПРОДАЖА, АВИТО - ЛЯДЫ!","1, 4, 5, 8",ИЖС,ЩЕКИН В.М.,,2023-08-15,542570.0,,,ЗЕМЛИ ПОСЕЛЕНИЙ ИЖС (берег Бии около с.Тулой) | Земли поселений | Коттеджный поселок.  Берег реки Бии. Хвойный лес. Много кедра.,,,Продажа с подрядом
tuloy_biika.csv,2 Турочакский Тулой Бийка,34.0,52,3/32 - Т,04:03:070301:954,0.0609,150000.0,913500.0,,,,"ИЖС СРОЧНАЯ ПРОДАЖА, АВИТО - ЛЯДЫ!","1, 4, 5, 8",ИЖС,ЩЕКИН В.М.,,2023-08-15,517097.0,,,ЗЕМЛИ ПОСЕЛЕНИЙ ИЖС (берег Бии около с.Тулой) | Земли поселений | Коттеджный поселок.  Берег реки Бии. Хвойный лес. Много кедра.,,,Продажа с подрядом
