source_file,region,number,source_row,article,cadastral_number,match_index,cadastral_number_raw,area_ha,price_per_sotka_rub,price_per_plot_rub,sale_price_rub,discount_limit_percent,wholesale_only,service_notes,recommended_usage,land_use,owner,partner,right_date,balance_value,valuation_per_sotka,valuation_per_plot,context,recommendations,location_description,best_use
chemalsk.csv,7 Чемаль. рн,10,22,2/4/1-Ч10,04:05:060402:4462,0.0,04:05:060402:4462,10.0684,1000000.0,1006840000.0,,,,ПЕРЕДАЧА 2 Алтай-Девелопмент,"1, 4",Ж2 многоэтажка,ПЕРСПЕКТИВА,,,282408263.0,,,"ТУРИСТИЧЕСКИЙ ПОСЁЛОК ""АВАТАР"" | Продажа только готовых зданий или с подрядом на строительство согласно ген плана | Туристический поселок ""Аватар"" находится в центральной части Чемальского р-на на левом берегу реки Катунь.
Ровная площадка земель населенных пунктов (ижс) от берега р.Катунь до гор примыкает к селу Аюла. Общая площадь участка 26 гектар. Электролиния проходит по границе участка. Вода из скважины. Канализация автономная. Есть проект подведения газа. К участку подходит асфальтовая дорога. Туристический поселок предназначен для инвесторов, которые хотят получать пассивный доход в течении своей жизни и передавать по наследству. Жилые дома строятся под ключ , под тапочки и будут использованы как апарт отели для туристов и отпускного жилья для покупателей. Публичное акционерное общество 7 звезд и ее дочерние компании берут на себя застройку, управление ,эксплуатацию поселка и реализацию туристических путевок. В холдинге акционерного общества есть предприятия , имеющие опыт эксплуатации туристических баз и реализации туристических путевок с 1993 года. Мы умеем строить, правильно обслуживать клиентов и продавать путевки туристам. Все это позволит нам отчислять высокий пассивный доход инвестору.","1. Подготовить рассылку продажа участка целиком.
2. Готовим Ген план Аватар на весь участок. Привлечение архитектора.
3. Сделать рекламу с предложением заказать застройку 1 гектара.
В соответствии с ген планом.
Разбираться с инвестиционными платформами. 
Задача выставить на инвестиционную платформу кусок Аватара( 1-2 га) , сделать все обоснования, финансовую модель под вновь созданное АО собирать деньги с инвесторов, с продажи акций.",,
chemalsk.csv,7 Чемаль. рн,30,29,13 - Ч,04:05:071011:143,0.0,"Раздел 04:05:071011:143; 7,3135 Га, 23 участка",7.3131,,,,,Участки продаются только оптом с 13-ч по 13/1-Ч63,,,,,,,,,,"Глемпинг-град ""Верх Еландинский""","Предлагать дорогую усадьбу из двух участков(16га) для тех, кто хочет, чтоб точно не было соседей! А тут и вся дорога доступа в собственности от самой Еланды.
Официально можно  зарегистрировать согласно закона 400 кв м , а потом никто не мешает увеличить этажность. 
Можно 16 усадеб сделать  (жилой дом для регистрации 25 кв м, а потом можно пристроить). Для большого поселка нужен перевод.","Представте себе таежную горную реку, журчащую небольшим прозрачным ручейком с высоких гор. Речка течет по самому участку, а с обеих сторон хвойный лес и даже скалы. А что, если построить домик, а горный родник, который течет как будто с небес и небесной чистоты, провести в желобке к самому крыльцу? А у крыльца расширить, что получился некий водоемчик? Вода, журчащая у крыльца, и всегда свежая. Ну и баньку поставить рядом. Чтоб иногда плюхнутся в холодную воду! По участку идет дорога вверх и протекает гоная река ""Верхняя Еланда"". Надо сказать , что многие маленькие речки горного Алтая мало отличаются от родников: такие же прозрачные и чистые. Сам домик можно поставить около сосенок или прямо у скалы. А может между двух больших камней - используя их в виде стен! Участок, по которому проходит каменистая дорога то узкий, то с расширением. Вот в этих расширениях и ставить дома. Так можно поставить усадьбы  с собственным родником, журчащим у самого крыльца. Участок около 3 км длиной и 9 га площадью. Можно поставить много элитных усадьб! Участок идеально подходят для  одной или нескольких  усадьб. усадьбы можно оставить в землях сельхоз. Ели обьеденить все уч в один, то Закон позволяет строить жилой дом площадью 400 кв метров. (от 2 июля 2021 года 229-ФЗ) на сельхоз землях. Можно построить так же 16 домов по 25 кв м, а после регистрации пристроить еще этаж. Какие к вам претензии за пристройки к вашему дому голубятни? Дом-то зарегистрирован законным путем! Дорога проходима на Уазе почти до самого верха. На верху, перед участком 143, камни на дороге и прийдется идти пешком. Участок 143  площадью 7,3 га имеет ровную местность и не крутой склон. Много цветов. В окружении покрытых хвойными лесами гор  и скал он выглядит впечатляющее. Если перевести участок в рекреацию или ижс , можно построить поселок с пассивным доходом.",
chemalsk.csv,7 Чемаль. рн,11,30,13-Ч1,04:05:071011:408,0.0,04:05:071011:408,0.3489,80000.0,2791200.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,12,31,13-Ч2,04:05:071011:409,0.0,04:05:071011:409,0.2342,80000.0,1873600.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,13,32,13-Ч3,04:05:071011:410,0.0,04:05:071011:410,0.6148,80000.0,4918400.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,14,33,13-Ч4,04:05:071011:411,0.0,04:05:071011:411,0.4579,80000.0,3663200.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,15,34,13-Ч5,04:05:071011:412,0.0,04:05:071011:412,0.4194,80000.0,3355200.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,16,35,13-Ч6,04:05:071011:413,0.0,04:05:071011:413,0.3452,80000.0,2761600.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,17,36,13-Ч7,04:05:071011:414,0.0,04:05:071011:414,0.3131,80000.0,2504800.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,18,37,13-Ч8,04:05:071011:415,0.0,04:05:071011:415,0.337,80000.0,2696000.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,19,38,13-Ч9,04:05:071011:416,0.0,04:05:071011:416,0.3679,80000.0,2943200.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,20,39,13-Ч10,04:05:071011:417,0.0,04:05:071011:417,0.3664,80000.0,2931200.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,21,40,13-Ч11,04:05:071011:418,0.0,04:05:071011:418,0.3352,80000.0,2681600.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,22,41,13-Ч12,04:05:071011:419,0.0,04:05:071011:419,0.3068,80000.0,2454400.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,23,42,13-Ч13,04:05:071011:420,0.0,04:05:071011:420,0.2717,80000.0,2173600.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,24,43,13-Ч14,04:05:071011:421,0.0,04:05:071011:421,0.1687,80000.0,1349600.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,25,44,13-Ч15,04:05:071011:422,0.0,04:05:071011:422,0.1154,80000.0,923200.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,26,45,13-Ч16,04:05:071011:423,0.0,04:05:071011:423,0.5289,80000.0,4231200.0,,,ДОРОГА,ДОРОГА,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,,,,"Глемпинг-град ""Верх Еландинский""",ДОРОГА,ДОРОГА,
chemalsk.csv,7 Чемаль. рн,27,46,13-Ч17,04:05:071011:424,0.0,04:05:071011:424,0.3079,80000.0,2463200.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,28,47,13-Ч18,04:05:071011:425,0.0,04:05:071011:425,0.2925,80000.0,2340000.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,29,48,13-Ч19,04:05:071011:426,0.0,04:05:071011:426,0.273,80000.0,2184000.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,30,49,13-Ч20,04:05:071011:427,0.0,04:05:071011:427,0.2519,80000.0,2015200.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,31,50,13-Ч21,04:05:071011:428,0.0,04:05:071011:428,0.2309,80000.0,1847200.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,32,51,13-Ч22,04:05:071011:429,0.0,04:05:071011:429,0.2117,80000.0,1693600.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
chemalsk.csv,7 Чемаль. рн,33,52,13-Ч23,04:05:071011:430,0.0,04:05:071011:430,0.2137,80000.0,1709600.0,,,опт,,"2, 4, 5, 8",ЛПХ,СТРОЙ-ТУР,,2024-12-19,46221000.0,,,"Глемпинг-град ""Верх Еландинский""",,,
